101.34.225.139:9999,http,0.44629
1.116.248.11:80,http,0.628087
102.0.0.68:8080,http,0.556578
102.216.69.184:8080,http,0.570605
104.248.59.38:80,http,0.164206
110.78.208.148:8080,http,0.425612
103.242.99.6:80,http,0.3212
104.237.132.60:8080,socks5,7.088254
135.181.203.208:80,http,0.373227
110.238.109.146:8080,socks5,7.370623
110.238.111.229:80,socks5,7.343808
110.238.111.229:8080,socks5,7.344988
110.238.116.82:8080,socks5,7.416963
110.238.113.119:8080,socks5,7.419483
139.177.180.204:80,http,0.318805
110.238.74.184:8080,socks5,7.625083
139.144.23.236:20201,socks5,7.128382
139.144.23.135:10000,socks5,7.141025
139.144.187.58:20201,socks5,7.121349
139.144.23.135:3128,socks5,7.142372
139.144.23.176:80,socks5,7.113268
139.162.182.54:49165,socks5,7.332181
139.162.182.54:4916,socks5,7.333408
139.162.44.152:57114,socks5,7.398088
109.228.57.45:80,http,0.31044
109.228.44.58:80,http,0.34119
110.78.139.20:80,http,0.690411
119.42.67.89:8080,http,0.619237
154.12.236.167:1080,http,0.201182
154.38.161.241:80,http,0.115036
154.53.48.131:1080,http,0.317302
139.59.70.215:80,http,0.428306
147.139.164.26:8080,socks5,7.378827
147.139.133.146:8080,socks5,7.375525
165.154.225.65:80,http,0.355976
146.70.127.134:8080,http,0.134957
149.129.213.200:8080,socks5,7.399901
149.129.232.50:8080,socks5,7.38239
149.129.239.170:8080,socks5,7.378618
149.129.131.46:80,socks5,7.459962
149.129.131.46:20,socks5,7.465906
149.129.179.23:8080,socks5,7.466846
149.129.131.46:8080,socks5,7.477118
149.129.184.250:8080,socks5,7.455182
149.129.187.190:3128,socks5,7.460772
167.235.204.89:80,http,0.323041
149.129.191.110:8080,socks5,7.494649
159.138.252.45:8080,socks5,7.652802
159.138.169.166:2080,socks5,7.823909
159.138.169.48:8080,socks5,7.998463
159.138.169.166:8080,socks5,8.044375
159.138.255.141:8080,socks5,8.042837
170.187.141.197:8080,socks5,7.13185
172.104.197.18:10000,socks5,7.66304
172.105.169.87:8080,socks5,7.526208
172.105.25.190:8020,socks5,7.536752
172.104.252.86:80,socks5,7.682932
172.105.172.220:3128,socks5,7.535619
172.105.190.51:80,socks5,7.501349
172.105.190.51:8017,socks5,7.807029
172.105.107.25:999,socks5,7.85261
172.105.247.104:8080,socks5,7.749335
144.91.123.26:80,http,0.321084
174.129.25.170:80,http,0.141434
153.127.35.151:8000,http,0.285951
18.138.253.64:80,http,0.345075
173.230.153.163:80,socks5,7.017472
173.255.209.155:1080,socks5,7.020803
176.58.112.123:5566,socks5,7.294508
176.58.112.123:1080,socks5,7.295383
183.88.210.77:8080,http,0.405857
178.79.191.47:54417,socks5,7.947431
178.79.138.253:8080,socks5,8.481624
182.160.16.234:80,socks5,7.633689
182.160.16.163:80,socks5,7.63554
188.120.226.45:80,http,1.69379
180.183.68.38:8080,http,0.406204
181.204.109.218:8080,http,0.241457
181.129.188.98:9090,http,0.171601
181.36.121.194:80,http,0.287497
185.125.88.30:80,http,0.51619
192.53.163.144:8080,socks5,7.083611
192.53.163.144:3128,socks5,7.104635
194.195.216.153:4145,socks5,7.088746
194.195.218.74:8080,socks5,7.083112
194.195.213.197:1080,socks5,7.193715
194.195.240.60:8080,socks5,7.321923
198.11.175.180:8080,socks5,7.008938
198.11.175.192:8080,socks5,7.0092
198.74.56.87:8080,socks5,7.427631
198.74.56.87:3128,socks5,8.963969
188.214.23.53:80,http,0.431651
190.186.90.62:80,http,0.360331
196.1.95.124:80,http,0.636012
195.154.173.28:80,http,0.482327
194.31.53.25:80,http,0.452481
200.147.3.199:80,http,0.380367
208.87.130.154:80,http,0.069911
213.230.69.33:1080,http,0.539041
218.60.2.245:1080,http,0.481817
209.126.77.183:1080,http,3.222501
3.0.0.228:80,http,0.35304
212.71.255.43:80,socks5,7.310935
212.71.255.43:38613,socks5,7.295697
212.71.246.49:8080,socks5,7.295229
23.92.29.132:8080,socks5,7.111935
43.156.107.62:80,http,0.347549
209.159.155.84:80,http,0.219487
207.180.224.75:80,http,0.162918
218.6.173.81:443,http,0.854807
45.56.83.46:8012,socks5,7.020042
45.33.121.249:8080,socks5,7.098475
45.56.89.227:8080,socks5,7.012636
45.33.12.251:8080,socks5,7.089002
