1.202.21.228:3128,http,0.445762
103.167.134.31:80,http,0.404561
104.131.19.48:3128,http,0.035154
103.88.238.227:8080,http,0.491554
101.132.25.152:1234,socks5,5.637853
101.200.235.69:20000,socks5,5.754927
101.200.235.69:8123,socks5,5.776215
101.200.187.233:443,socks5,5.868824
104.243.243.36:8118,http,0.463562
109.194.22.61:8080,http,0.899632
112.217.162.5:3128,http,0.397521
116.203.201.82:8443,http,0.628548
115.28.152.177:80,http,0.506876
104.249.29.59:5752,http,0.275098
112.124.2.212:1234,socks5,5.627755
112.124.2.212:9999,socks5,5.655122
119.197.92.165:80,http,1.461673
115.29.148.215:10443,socks5,5.978641
115.29.149.2:5566,socks5,5.994412
115.29.151.41:20002,socks5,5.999899
115.29.149.2:45554,socks5,5.997862
116.63.130.30:999,socks5,5.757119
115.29.148.215:45554,socks5,6.153154
120.37.121.209:9091,http,2.614262
115.29.148.215:808,socks5,6.634702
1.168.207.212:3128,http,0.529442
117.74.65.207:10250,socks5,5.770479
117.74.65.207:10243,socks5,5.786047
117.74.65.207:10443,socks5,5.79194
117.74.65.207:54417,socks5,5.74713
117.74.65.207:4443,socks5,5.77019
117.74.65.207:20000,socks5,5.813861
117.74.65.207:2375,socks5,5.810847
117.74.65.207:44554,socks5,5.795939
117.74.65.207:13,socks5,5.791368
117.74.65.207:8001,socks5,5.779814
117.74.65.207:50001,socks5,5.818489
117.74.65.207:8123,socks5,5.750481
117.74.65.207:8080,socks5,5.784448
117.74.65.207:8029,socks5,5.79375
117.74.65.207:5004,socks5,5.83579
117.74.65.207:808,socks5,5.792021
117.74.65.207:81,socks5,5.780609
117.74.65.207:88,socks5,5.758944
117.74.65.207:8499,socks5,5.763422
117.74.65.207:8003,socks5,5.811455
117.74.65.207:8060,socks5,5.803564
117.74.65.207:7777,socks5,5.820021
117.74.65.207:84,socks5,5.770552
117.74.65.207:502,socks5,5.845679
117.74.65.207:9000,socks5,5.761415
117.74.65.207:17328,socks5,5.903327
117.74.65.207:8092,socks5,5.79016
117.74.65.207:87,socks5,5.785092
117.74.65.207:8118,socks5,5.810599
117.74.65.207:58208,socks5,5.860819
117.74.65.215:3333,socks5,5.76462
117.74.65.207:7302,socks5,5.868968
117.74.65.207:9050,socks5,5.800165
117.74.65.207:8883,socks5,5.820709
117.74.65.215:8060,socks5,5.781017
117.74.65.207:6666,socks5,5.890777
117.74.65.207:8020,socks5,5.769387
117.74.65.207:3128,socks5,5.825164
117.74.65.207:10000,socks5,5.83643
117.74.65.207:1023,socks5,5.783187
117.74.65.207:8090,socks5,5.793213
